A,I,NAME,FIRST NAMES,S,R,O,NATION,NO/m,NO/f,PEOPLE,D,M,Y,ROUTE,NOTE,EXPEDITION,LEADER
25,25,DA POLENZA,Agostino,,,x,It,,,,31.,07.,1983,North Ridge,,Italian,Francesco Santon
26,26,RAKONCAJ,Josef,,1,x,Cz,6,,,31.,07.,1983,North Ridge,,Italian,Francesco Santon
27,27,MARTINI,Sergio,,,x,It,,,,04.,08.,1983,North Ridge,,Italian,Francesco Santon
28,28,DE STEFANI,Fausto,,,x,It,,,,04.,08.,1983,North Ridge,,Italian,Francesco Santon
29,29,JOOS,Norbert,,,x,CH,7,,,19.,06.,1985,SE Ridge (Abruzzi Spur),,Swiss,Erhard Loretan
30,30,RUEDI,Marcel,,,x,CH,,,,19.,06.,1985,SE Ridge (Abruzzi Spur),,Swiss,Erhard Loretan
31,31,LORETAN,Erhard,,,x,CH,,,,06.,07.,1985,SE Ridge (Abruzzi Spur),,Swiss,Erhard Loretan
32,32,MORAND,Pierre,,,x,CH,,,,06.,07.,1985,SE Ridge (Abruzzi Spur),,Swiss,Erhard Loretan
33,33,TROILLET,Jean,,,x,CH,,,,06.,07.,1985,SE Ridge (Abruzzi Spur),,Swiss,Erhard Loretan
34,34,ESCOFFIER,Eric,,,x,F,8,,,06.,07.,1985,SE Ridge (Abruzzi Spur),,French,Daniel Lacroix
35,35,LACROIX,Daniel,,,x,F,,,,07.,07.,1985,SE Ridge (Abruzzi Spur),died on descent,French,Daniel Lacroix
36,36,SCHAFFTER,Stephane,,,x,CH,,,,07.,07.,1985,SE Ridge (Abruzzi Spur),,French,Daniel Lacroix
37,37,MURAKAMI,Kazunari,,,,Jp,,,,24.,07.,1985,SE Ridge (Abruzzi Spur),,Japanese,Kazuoh Tobita
38,38,YAMADA,Noboru,,,x,Jp,,,,24.,07.,1985,SE Ridge (Abruzzi Spur),,Japanese,Kazuoh Tobita
39,39,YOSHIDA,Kenji,,,,Jp,,,,24.,07.,1985,SE Ridge (Abruzzi Spur),,Japanese,Kazuoh Tobita
40,40,RUTKIEWICZ,Wanda,f,,x,Pl,9,1,,23.,06.,1986,SE Ridge (Abruzzi Spur),,French,Maurice Barrard
41,41,BARRARD,Liliane,f,,x,F,,2,,23.,06.,1986,SE Ridge (Abruzzi Spur),died on descent,French,Maurice Barrard
42,42,BARRARD,Maurice,,,x,F,,,,23.,06.,1986,SE Ridge (Abruzzi Spur),died on descent,French,Maurice Barrard
43,43,PARMENTIER,Michel,,,x,F,,,,23.,06.,1986,SE Ridge (Abruzzi Spur),,French,Maurice Barrard
44,44,ABREGO,Mari,,,x,E,10,,Basque,23.,06.,1986,SE Ridge (Abruzzi Spur),,Spanish Basque,Renato Casarotto (It)
45,45,CASIMIRO,Josema,,,x,E,,,Basque,23.,06.,1986,SE Ridge (Abruzzi Spur),,Spanish Basque,Renato Casarotto (It)
46,46,CALCAGNO,Giovanni,,,x,It,,,,05.,07.,1986,SE Ridge (Abruzzi Spur),,Italian,Agostino Da Polenza
47,47,CHAMOUX,Benoît,,,x,F,,,,05.,07.,1986,SE Ridge (Abruzzi Spur),,Italian,Agostino Da Polenza
48,48,DOROTEI,Soro,,,x,It,,,,05.,07.,1986,SE Ridge (Abruzzi Spur),,Italian,Agostino Da Polenza
49,49,MORETTI,Martino,,,x,It,,,,05.,07.,1986,SE Ridge (Abruzzi Spur),,Italian,Agostino Da Polenza
50,,RAKONCAJ,Josef,,2,x,Cz,,,,05.,07.,1986,SE Ridge (Abruzzi Spur),,Italian,Agostino Da Polenza
51,50 VIDONI,,Tullio,,,x,It,,,,05.,07.,1986,SE Ridge (Abruzzi Spur),,Italian,Agostino Da Polenza
52,51 FUSTER,,Beda,,,x,CH,,,,05.,07.,1986,SE Ridge (Abruzzi Spur),,International,Karl Herrligkoffer (Ger)

53,52,ZEMP,Rolf,,x,CH,,,05.,07.,1986,SE Ridge (Abruzzi Spur),,International,Karl Herrligkoffer (Ger)
54,53,KUKUCZKA,Jerzy,,x,Pl,,,08.,07.,1986,South Face (Central Rib),,International,Karl Herrligkoffer (Ger)
55,54,PIOTROWSKI,Tadeusz,,x,Pl,,,08.,07.,1986,South Face (Central Rib),died on descent,International,Karl Herrligkoffer (Ger)
56,55,JANG,Bong-Wan,,,SK,11,,03.,08.,1986,SE Ridge (Abruzzi Spur),,South Korean,Kim Byung-Joon
57,56,CHANG,Byong-Ho,,,SK,,,03.,08.,1986,SE Ridge (Abruzzi Spur),,South Korean,Kim Byung-Joon
58,57,KIM,Chang-Sun,,,SK,,,03.,08.,1986,SE Ridge (Abruzzi Spur),,South Korean,Kim Byung-Joon
59,58,BOŽÍK,Peter,,x,Slk,12,,03.,08.,1986,"SSW Pillar (""Magic Line"")",,Polish,Janusz Majer
60,59,PIASECKI,Przemyslaw,,x,Pl,,,03.,08.,1986,"SSW Pillar (""Magic Line"")",,Polish,Janusz Majer
61,60,WRÓŻ,Wojciech,,x,Pl,,,03.,08.,1986,"SSW Pillar (""Magic Line"")",died on descent,Polish,Janusz Majer
62,61,BAUER,Wilhelm,,x,A,13,,04.,08.,1986,SE Ridge (Abruzzi Spur),,Austrian,Alfred Imitzer
63,62,IMITZER,Alfred,,x,A,,,04.,08.,1986,SE Ridge (Abruzzi Spur),died on descent,Austrian,Alfred Imitzer
64,63,ROUSE,Alan,,x,UK,14,English,04.,08.,1986,SE Ridge (Abruzzi Spur),died on descent,British,Alan Rouse
65,64,DIEMBERGER,Kurt,,x,A,,,04.,08.,1986,SE Ridge (Abruzzi Spur),,International,Agostino Da Polenza (It)
66,65,TULLIS,Julie,f,x,UK,3,English,04.,08.,1986,SE Ridge (Abruzzi Spur),died on descent,International,Agostino Da Polenza (It)
67,66,IMAMURA,Hirotaka,,,Jp,,,09.,08.,1990,NW Face - North Ridge/Face,,Japanese,Tomoji Ueki
68,67,NAZUKA,Hideji,,,Jp,,,09.,08.,1990,NW Face - North Ridge/Face,,Japanese,Tomoji Ueki
69,68,CHILD,Gregory,,x,Aus,15,,20.,08.,1990,North Ridge,,American,Steve Swenson
70,69,MORTIMER,Gregory,,x,Aus,,,20.,08.,1990,North Ridge,,American,Steve Swenson
71,70,SWENSON,Steve,,x,USA,,,20.,08.,1990,North Ridge,,American,Steve Swenson
72,71,BÉGHIN,Pierre,,x,F,,,15.,08.,1991,NW Ridge - North Ridge,,French,Pierre Béghin
73,72,PROFIT,Christophe,,x,F,,,15.,08.,1991,NW Ridge - North Ridge,,French,Pierre Béghin
74,73,BALYBERDIN,Vladimir,,x,Rus,16,,01.,08.,1992,SE Ridge (Abruzzi Spur),,International,Vladimir Balyberdin (Rus)
75,74,KOPIEKA,Gennadi,,x,Ukr,17,,01.,08.,1992,SE Ridge (Abruzzi Spur),,International,Vladimir Balyberdin (Rus)
76,75,MAUDUIT,Chantal,f,x,F,,,03.,08.,1992,SE Ridge (Abruzzi Spur),,International,Vladimir Balyberdin (Rus)
77,76,NIKIFOROV,Aleksei,,x,Rus,,,03.,08.,1992,SE Ridge (Abruzzi Spur),,International,Vladimir Balyberdin (Rus)
78,77,FISCHER,Scott,,x,USA,,,16.,08.,1992,SE Ridge (Abruzzi Spur),,International,Vladimir Balyberdin (Rus)
79,78,MACE,Charles,,x,USA,,,16.,08.,1992,SE Ridge (Abruzzi Spur),,International,Vladimir Balyberdin (Rus)
80,79,VIESTURS,Ed,,x,USA,,,16.,08.,1992,SE Ridge (Abruzzi Spur),,International,Vladimir Balyberdin (Rus)
81,80,BOŽIĆ,Stipe,,x,Cro,18,,13.,06.,1993,SE Ridge (Abruzzi Spur),,Slovenian,Tomaž Jamnik
82,81,CARSOLIO,Carlos,,x,Mex,19,,13.,06.,1993,SE Ridge (Abruzzi Spur),,Slovenian,Tomaž Jamnik
83,82,GROŠELJ,Viktor (Viki),,x,Slo,20,,13.,06.,1993,SE Ridge (Abruzzi Spur),,Slovenian,Tomaž Jamnik
84,83,POŽGAJ,Zvonko,,x,Slo,,,13.,06.,1993,SE Ridge (Abruzzi Spur),,Slovenian,Tomaž Jamnik
85,84,KROPP,Göran,,x,S,21,,23.,06.,1993,SE Ridge (Abruzzi Spur),,Slovenian,Tomaž Jamnik
86,85,POWERS,Philip,,x,USA,,,07.,07.,1993,SE Ridge (Abruzzi Spur),,American,Stacy Allison (f)
87,86,CULVER,Dan,,x,Can,22,,07.,07.,1993,SE Ridge (Abruzzi Spur),died on descent,American,Stacy Allison (f)
88,87,HABERL,James,,x,Can,,,07.,07.,1993,SE Ridge (Abruzzi Spur),,American,Stacy Allison (f)
89,88,BUKREEV,Anatoli,,x,Kaz,23,,30.,07.,1993,SE Ridge (Abruzzi Spur),,International,Reinmar Joswig (Ger)
90,89,MEZGER,Peter,,x,Ger,,,30.,07.,1993,SE Ridge (Abruzzi Spur),died on descent,International,Reinmar Joswig (Ger)
91,90,LOCK,Andrew,,x,Aus,,,30.,07.,1993,SE Ridge (Abruzzi Spur),,International,Reinmar Joswig (Ger)
92,91,JENSEN,Rafael,,x,DK,24,,30.,07.,1993,SE Ridge (Abruzzi Spur),,Swedish,Magnus Nilsson
93,92,JOSWIG,Reinmar,,x,Ger,,,30.,07.,1993,SE Ridge (Abruzzi Spur),died on descent,International,Reinmar Joswig (Ger)
94,93,BIDNER,Daniel,,x,S,,,30.,07.,1993,SE Ridge (Abruzzi Spur),died on descent,Swedish,Magnus Nilsson
95,94,MAZUR,Daniel,,x,USA,,,02.,09.,1993,West Ridge/SW side,,UK/USA,Dan Mazur
96,95,PRATT,Jonathan,,x,UK,,English,02.,09.,1993,West Ridge/SW side,,UK/USA,Dan Mazur
97,96,TOMÁS,Juan,,x,E,,Catalan,24.,06.,1994,SSE Ridge - Abruzzi Spur,,Spanish Basque,Juanito Oiarzabal
98,97,IÑURRATEGI,Alberto,,x,E,,Basque,24.,06.,1994,SSE Ridge - Abruzzi Spur,,Spanish Basque,Juanito Oiarzabal
99,98,IÑURRATEGI,Félix,,x,E,,Basque,24.,06.,1994,SSE Ridge - Abruzzi Spur,,Spanish Basque,Juanito Oiarzabal
100,99,OIARZABAL,Juan Eusebio,1,x,E,,Basque,24.,06.,1994,SSE Ridge - Abruzzi Spur,,Spanish Basque,Juanito Oiarzabal
101,100,DE PABLO,Enríque (Kike),,x,E,,Basque,24.,06.,1994,SSE Ridge - Abruzzi Spur,,Spanish Basque,Juanito Oiarzabal
102,101,HALL,Robert,,,NZ,25,,09.,07.,1994,SE Ridge (Abruzzi Spur),,International,Ralf Dujmovits (Ger)
103,102,DUJMOVITS,Ralf,,x,Ger,,,23.,07.,1994,SE Ridge (Abruzzi Spur),,International,Ralf Dujmovits (Ger)
104,103,GUSTAFSSON,Veikka,,x,SF,26,,23.,07.,1994,SE Ridge (Abruzzi Spur),,International,Ralf Dujmovits (Ger)
105,104,SCHLÖNVOGT,Axel,,x,Ger,,,23.,07.,1994,SE Ridge (Abruzzi Spur),,International,Ralf Dujmovits (Ger)

106,105,WÄRTHL,Michael,,x,Ger,,23.,07.,1994,SE Ridge (Abruzzi Spur),,International,Ralf Dujmovits (Ger)
107,106,GROOM,Michael,,x,Aus,,23.,07.,1994,SE Ridge (Abruzzi Spur),,American,David Bridges
108,107,GORBENKO,Mstislav,,x,Ukr,,23.,07.,1994,SE Ridge (Abruzzi Spur),,Ukrainian,Vadim Sviridenko
109,108,TERZYUL,Vladislav,,x,Ukr,,23.,07.,1994,SE Ridge (Abruzzi Spur),,Ukrainian,Vadim Sviridenko
110,109,DE LA CRUZ,Sebastian,,x,Arg,27,30.,07.,1994,North Ridge,,Spanish Basque,Jose Carlos Tamayo
111,110,TAMAYO,José-Carlos,,x,E,Basque,30.,07.,1994,North Ridge,,Spanish Basque,Jose Carlos Tamayo
112,111,APELLANIZ,Juan Ignacio,,x,E,Basque,04.,08.,1994,North Ridge,died on descent,Spanish Basque,Jose Carlos Tamayo
113,112,SAN SEBASTIAN,Juan José,,x,E,Basque,04.,08.,1994,North Ridge,,Spanish Basque,Jose Carlos Tamayo
114,113,SHAH,Rajab,,x,Pak,,17.,07.,1995,SE Ridge (Abruzzi Spur),,International,Ronald Naar (NL)
115,114,SHAH,Mehrban,,x,Pak,,17.,07.,1995,SE Ridge (Abruzzi Spur),,International,Ronald Naar (NL)
116,115,VAN DER MEULEN,Hans,,x,NL,28,17.,07.,1995,SE Ridge (Abruzzi Spur),,International,Ronald Naar (NL)
117,116,HINKES,Alan,,x,UK,English,17.,07.,1995,SE Ridge (Abruzzi Spur),,International,Ronald Naar (NL)
118,117,NAAR,Ronald,,,NL,,17.,07.,1995,SE Ridge (Abruzzi Spur),,International,Ronald Naar (NL)
119,118,GRANT,Bruce,,x,NZ,,13.,08.,1995,SE Ridge (Abruzzi Spur),died on descent,NZ/CDN/AUS,Peter Hillary (NZ)
120,119,ORTIZ,Lorenzo,,x,E,Aragonese,13.,08.,1995,SSE Ridge - Abruzzi Spur,died on descent,Spanish,Jose Garces
121,120,OLIVAR,Javier,,x,E,Aragonese,13.,08.,1995,SSE Ridge - Abruzzi Spur,died on descent,Spanish,Jose Garces
122,121,HARGREAVES,Alison,f,x,UK,English,13.,08.,1995,SE Ridge (Abruzzi Spur),died on descent,American/British,Rob Slater (USA)
123,122,SLATER,Rob,,x,USA,,13.,08.,1995,SE Ridge (Abruzzi Spur),died on descent,American/British,Rob Slater (USA)
124,123,ESCARTIN,Javier,,x,E,Aragonese,13.,08.,1995,SSE Ridge - Abruzzi Spur,died on descent,Spanish,Jose Garces
125,124,TODAKA,Masafumi,,x,Jp,,29.,07.,1996,SE Ridge (Abruzzi Spur),,Japanese,Masafumi Todaka
126,125,PANZERI,Salvatore,,x,It,,29.,07.,1996,SE Ridge (Abruzzi Spur),,Italian,Agostino Da Polenza
127,126,MAGGIONI,Giulio,,x,It,,29.,07.,1996,SE Ridge (Abruzzi Spur),,Italian,Agostino Da Polenza
128,127,PANZERI,Mario,,x,It,,29.,07.,1996,SE Ridge (Abruzzi Spur),,Italian,Agostino Da Polenza
129,128,MAZZOLENI,Lorenzo,,x,It,,29.,07.,1996,SE Ridge (Abruzzi Spur),died on descent,Italian,Agostino Da Polenza
130,129,BIANCHI,Marco,,,It,,10.,08.,1996,North Ridge,,Polish,Krzysztof Wielicki
131,130,KUNTNER,Christian,,x,It,South Tirolean,10.,08.,1996,North Ridge,,Polish,Krzysztof Wielicki
132,131,WIELICKI,Krzysztof,,x,Pl,,10.,08.,1996,North Ridge,,Polish,Krzysztof Wielicki
133,132,MATSUBARA,Masayuki,,,Jp,,12.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
134,133,AKASAKA,Kenzo,,,Jp,,12.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
135,134,MURATA,Bunsho,,,Jp,,12.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
136,135,YOSHIDA,Yuichi,,,Jp,,12.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
137,136,TANIGAWA,Taro,,,Jp,,12.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
138,137,SHIINA,Atsushi,,,Jp,,12.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
139,138,GARCÍA-HUIDOBRO,Cristián,,,Chl,29,13.,08.,1996,SSE Ridge - Abruzzi Spur,,Chilean,Rodrigo Jordan
140,139,PURCELL,Michael,,,Chl,,13.,08.,1996,SSE Ridge - Abruzzi Spur,,Chilean,Rodrigo Jordan
141,140,ALVIAL,Misael,,,Chl,,13.,08.,1996,SSE Ridge - Abruzzi Spur,,Chilean,Rodrigo Jordan
142,141,FARIAS,Waldo,,,Chl,,13.,08.,1996,SSE Ridge - Abruzzi Spur,,Chilean,Rodrigo Jordan
143,142,YAMAMOTO,Atsushi,,,Jp,,14.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
144,143,INABA,Hideki,,,Jp,,14.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
145,144,NAGAKUBO,Koji,,,Jp,,14.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
146,145,TAKEUCHI,Hirotaka,,,Jp,,14.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
147,146,TAKAHASHI,Kazuhiro,,,Jp,,14.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
148,147,SANO,Takashi,,,Jp,,14.,08.,1996,SSE Ridge - Abruzzi Spur,,Japanese,Atsushi Yamamoto
149,148,PUSTELNIK,Piotr,,,Pl,,14.,08.,1996,North Ridge,,Polish,Krzysztof Wielicki
150,149,PAWLOWSKI,Ryszard,,x,Pl,,14.,08.,1996,North Ridge,,Polish,Krzysztof Wielicki
151,150,BUHLER,Carlos P.,,x,USA,,14.,08.,1996,North Ridge,,Russian,Ivan Dusharin
152,151,BENKIN,Igor,,x,Rus,,14.,08.,1996,North Ridge,died on descent,Russian,Ivan Dusharin
153,152,PENZOV,Sergei,,x,Rus,,14.,08.,1996,North Ridge,,Russian,Ivan Dusharin
154,153,TANABE,Osamu,,,Jp,,19.,07.,1997,West Ridge/Face variation,,Japanese,Osamu Tanabe
155,154,SUZUKI,Mikio,,,Jp,,19.,07.,1997,West Ridge/Face variation,,Japanese,Osamu Tanabe
156,155,NAKAGAWA,Kunihito,,,Jp,,19.,07.,1997,West Ridge/Face variation,,Japanese,Osamu Tanabe
157,156,TAKINE,Masamiki,,,Jp,,28.,07.,1997,West Ridge/Face variation,,Japanese,Osamu Tanabe
158,157,NAKAJIMA,Akira,,,Jp,,28.,07.,1997,West Ridge/Face variation,,Japanese,Osamu Tanabe

159,158,YAMADA,Ryoji,,,Jp,,,28.,07.,1997,West Ridge/Face variation,Japanese,Osamu Tanabe
160,159,KOBAYASHI,Masami,,,Jp,,,28.,07.,1997,West Ridge/Face variation,Japanese,Osamu Tanabe
161,160,DAWA TASHI,,,,Np,30,Sherpa,28.,07.,1997,West Ridge/Face variation,Japanese,Osamu Tanabe
162,161,GYALBU,,,,Np,,Sherpa,28.,07.,1997,West Ridge/Face variation,Japanese,Osamu Tanabe
163,162,MINGMA TSHERING,,,,Np,,Sherpa,28.,07.,1997,West Ridge/Face variation,Japanese,Osamu Tanabe
164,163,NAWANG THILE,,,,Np,,Sherpa,28.,07.,1997,West Ridge/Face variation,Japanese,Osamu Tanabe
165,164,PARK,Jung-Hun,,x,SK,,,26.,06.,2000,SSE Ridge - Abruzzi Spur,South Korean,Lee Sung-Won
166,165,KANG,Yeon-Ryong,,,SK,,,26.,06.,2000,SSE Ridge - Abruzzi Spur,South Korean,Lee Sung-Won
167,166,YUN,Jung-Hyun,,,SK,,,26.,06.,2000,SSE Ridge - Abruzzi Spur,South Korean,Lee Sung-Won
168,167,JOO,Woo-Pyoung,,,SK,,,26.,06.,2000,SSE Ridge - Abruzzi Spur,South Korean,Lee Sung-Won
169,168,YUN,Chi-Won,,,SK,,,29.,06.,2000,SSE Ridge - Abruzzi Spur,South Korean,Lee Sung-Won
170,169,LEE,Jeong-Hyun,,,SK,,,29.,06.,2000,SSE Ridge - Abruzzi Spur,South Korean,Lee Sung-Won
171,170,KIM,Joo-Hyung,,,SK,,,29.,06.,2000,SSE Ridge - Abruzzi Spur,South Korean,Lee Sung-Won
172,171,YOO,Soon-Ook,,,SK,,,29.,06.,2000,SSE Ridge - Abruzzi Spur,South Korean,Lee Sung-Won
173,172,BLANC,Abele,,x,It,,,29.,07.,2000,SE Ridge (Abruzzi Spur),International,Waldemar Niclevicz (Bra)
174,173,CAMANDONA,Marco,,x,It,,,29.,07.,2000,SE Ridge (Abruzzi Spur),International,Waldemar Niclevicz (Bra)
175,174,MAHRUKI,Nasuh,,x,Tur,31,,29.,07.,2000,SE Ridge (Abruzzi Spur),International,Gary Pfisterer (USA)
176,175,NICLEVICZ,Waldemar,,x,Bra,32,,29.,07.,2000,SE Ridge (Abruzzi Spur),International,Waldemar Niclevicz (Bra)
177,176,HWANG,Ki-Young,,,SK,,,30.,07.,2000,SE Ridge (Abruzzi Spur),South Korean,Wi Yeong-Kim
178,177,YAMANOI,Yasushi,,,Jp,,,30.,07.,2000,SSE Ridge - Abruzzi Spur,Japanese,Reiko Terasawa (f)
179,178,SHAW,Christopher,,x,USA,,,30.,07.,2000,SE Ridge (Abruzzi Spur),International,Gary Pfisterer (USA)
180,179,EVANS,Andrew,,x,Can,,,30.,07.,2000,SE Ridge (Abruzzi Spur),International,Gary Pfisterer (USA)
181,180,COLLINS,Andrew,,x,UK,,English,30.,07.,2000,SE Ridge (Abruzzi Spur),International,Gary Pfisterer (USA)
182,181,PIERSON,William,,x,USA,,,30.,07.,2000,SE Ridge (Abruzzi Spur),International,Gary Pfisterer (USA)
183,182,SHERAP JANGBU,,1,,Np,,Sherpa,31.,07.,2000,SSE Ridge - Abruzzi Spur,South Korean,Yoo Han-Kyu
184,183,UM,Hong-Gil,,,SK,,,31.,07.,2000,SSE Ridge - Abruzzi Spur,South Korean,Yoo Han-Kyu
185,184,MO,Sang-Hyun,,,SK,,,31.,07.,2000,SSE Ridge - Abruzzi Spur,South Korean,Yoo Han-Kyu
186,185,PARK,Mu-Taek,,,SK,,,31.,07.,2000,SSE Ridge - Abruzzi Spur,South Korean,Yoo Han-Kyu
187,186,YOO,Han-Kyu,,,SK,,,31.,07.,2000,SSE Ridge - Abruzzi Spur,South Korean,Yoo Han-Kyu
188,187,HAN,Wang-Yong,,x,SK,,,31.,07.,2000,SSE Ridge - Abruzzi Spur,South Korean,Yoo Han-Kyu
189,188,VALLEJO,Iván,,x,Ecu,33,,31.,07.,2000,SE Ridge (Abruzzi Spur),International,Gary Pfisterer (USA)
190,189,PAUNER,Carlos,,x,E,,Aragonese,22.,07.,2001,SE Ridge (Abruzzi Spur),International,Peter Guggemos (Ger)
191,,SHERAP JANGBU,,2,,Np,,Sherpa,22.,07.,2001,SE Ridge (Abruzzi Spur),South Korean,Koo Cha-Joon
192,190,PASANG TSHERING III,,,,Np,,Sherpa,22.,07.,2001,SE Ridge (Abruzzi Spur),South Korean,Koo Cha-Joon
193,191,LAFAILLE,Jean-Christophe,,x,F,,,22.,07.,2001,SSE Ridge - Abruzzi Spur,International,Peter Guggemos (Ger)
194,192,KAMMERLANDER,Hans,,x,It,,South Tirolean,22.,07.,2001,SSE Ridge - Abruzzi Spur,International,Peter Guggemos (Ger)
195,193,PARK,Young-Seok,,,SK,,,22.,07.,2001,SE Ridge (Abruzzi Spur),South Korean,Koo Cha-Joon
196,194,KANG,Seong-Gyu,,,SK,,,22.,07.,2001,SE Ridge (Abruzzi Spur),South Korean,Koo Cha-Joon
197,195,OH,Hee-Joon,,,SK,,,22.,07.,2001,SE Ridge (Abruzzi Spur),South Korean,Kim Hyung-Woo
198,196,GARCÉS,José-Antonio,,x,E,,Aragonese,22.,07.,2001,SE Ridge (Abruzzi Spur),International,Peter Guggemos (Ger)
199,197,UNTERKIRCHER,Karl,,x,It,,,26.,07.,2004,SE Ridge (Abruzzi Spur),Italian,Agostino da Polenza
200,198,MONDINELLI,Silvio,,x,It,,,26.,07.,2004,SE Ridge (Abruzzi Spur),Italian,Agostino da Polenza
201,199,VALLEJO,Juan,,x,E,,Basque,26.,07.,2004,SE Ridge (Abruzzi Spur),Spanish,Sebastián Álvaro
202,200,ZABALZA,Mikel,,x,E,,Basque,26.,07.,2004,SE Ridge (Abruzzi Spur),Spanish,Sebastián Álvaro
203,201,NONES,Walter,,x,It,,,26.,07.,2004,SE Ridge (Abruzzi Spur),Italian,Agostino da Polenza
204,202,COMPAGNONI,Michele,,x,It,,,26.,07.,2004,SE Ridge (Abruzzi Spur),Italian,Agostino da Polenza
205,203,GIACOMELLI,Ugo,,x,It,,,26.,07.,2004,SE Ridge (Abruzzi Spur),Italian,Agostino da Polenza
206,,OIARZABAL,Juan Eusebio,2,,E,,Basque,26.,07.,2004,SE Ridge (Abruzzi Spur),Spanish,Sebastián Álvaro
207,204,PASABAN,Edurne,f,x,E,4,Basque,26.,07.,2004,SE Ridge (Abruzzi Spur),Spanish,Sebastián Álvaro
208,205,MINGMA,,,,Np,,Sherpa,27.,07.,2004,SE Ridge (Abruzzi Spur),Swiss/Italian,Kari Kobler (CH)
